4, 0
4, 0
23, 0
50, 0
50, 0
19, 0
10, 0
10, 0
50, 0
50, 0
18, 0
14, 0
14, 0
60, 0
60, 0
19, 0
22, 0
22, 0
62, 0
62, 0
18, 0
24, 0
24, 0
70, 0
70, 0
19, 0
34, 0
34, 0
74, 0
74, 0
18, 0
34, 0
34, 0
80, 0
80, 0
4, 0
4, 0
23, 0
50, 0
50, 0
19, 0
10, 0
10, 0
50, 0
50, 0
18, 0
14, 0
14, 0
60, 0
60, 0
19, 0
22, 0
22, 0
62, 0
62, 0
18, 0
24, 0
24, 0
70, 0
70, 0
19, 0
34, 0
34, 0
74, 0
74, 0
18, 0
34, 0
34, 0
80, 0
80, 0
4, 0
4, 0
23, 0
50, 0
50, 0
19, 0
10, 0
10, 0
50, 0
50, 0
18, 0
14, 0
14, 0
60, 0
60, 0
19, 0
22, 0
22, 0
62, 0
62, 0
18, 0
24, 0
24, 0
70, 0
70, 0
19, 0
34, 0
34, 0
74, 0
74, 0
18, 0
34, 0
34, 0
80, 0
80, 0
4, 0
4, 0
23, 0
50, 0
50, 0
19, 0
10, 0
10, 0
50, 0
50, 0
18, 0
14, 0
14, 0
60, 0
60, 0
19, 0
22, 0
22, 0
62, 0
62, 0
18, 0
24, 0
24, 0
70, 0
70, 0
19, 0
34, 0
34, 0
74, 0
74, 0
18, 0
34, 0
34, 0
80, 0
80, 0
5, 0
5, 0
24, 0
49, 0
49, 0
19, 0
10, 0
10, 0
50, 0
50, 0
20, 0
17, 0
17, 0
59, 0
59, 0
19, 0
22, 0
22, 0
62, 0
62, 0
20, 0
27, 0
27, 0
67, 0
67, 0
19, 0
34, 0
34, 0
73, 0
73, 0
20, 0
37, 0
37, 0
78, 0
78, 0
5, 0
5, 0
24, 0
49, 0
49, 0
19, 0
10, 0
10, 0
50, 0
50, 0
20, 0
17, 0
17, 0
59, 0
59, 0
19, 0
22, 0
22, 0
62, 0
62, 0
20, 0
27, 0
27, 0
67, 0
67, 0
19, 0
34, 0
34, 0
73, 0
73, 0
20, 0
37, 0
37, 0
78, 0
78, 0
